H;29162883000118;20181101;20181130
V;29162883000118;30278428001800;3474630400504;;;2000;5980;BRL;002770;20181101;V;5405;1;54052017072;ADONAI ELISEU PIRES DE CARVALHO;90410970;N1;00244-MARCO AURELIO FERREIRA DOS SANTOS;;
V;29162883000118;30278428001800;7899706154277;;;1000;8590;BRL;002770;20181101;V;5405;1;54052017072;ADONAI ELISEU PIRES DE CARVALHO;90410970;N1;00244-MARCO AURELIO FERREIRA DOS SANTOS;;
V;29162883000118;30278428001800;3474636505319;;;30000;257700;BRL;002771;20181103;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;3474636505333;;;30000;287700;BRL;002771;20181103;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;UBR02205;;;30000;60000;BRL;002771;20181103;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;7899706275491;;;30000;90000;BRL;002771;20181103;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;E2357000;;;30000;461700;BRL;002771;20181103;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;884486290335;;;10000;87900;BRL;002772;20181105;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;884486290571;;;12000;105480;BRL;002772;20181105;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;884486337573;;;12000;105480;BRL;002772;20181105;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;884486290670;;;12000;105480;BRL;002772;20181105;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
V;29162883000118;30278428001800;884486343819;;;12000;105480;BRL;002772;20181105;V;5415;2;87189106000163;FENAC SA FEIRAS E EMPREENDIMENTOS TURISTICOS;93334000;N1;00009-MULTIBEL DISTRIBUIDORA;;
